City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Joshimath,IN,30.5667,79.5667,48.09,41,9,7.74,clear sky
348,Okato,NZ,-39.2,173.8833,67.91,100,100,8.46,overcast clouds
349,Lisala,CD,2.15,21.5167,69.01,92,99,2.08,light rain
350,Amalapuram,IN,16.5833,82.0167,70.29,87,0,3.13,clear sky
351,Buala,SB,-8.145,159.5921,81.64,81,99,3.47,light rain
352,Bela,IN,25.9333,81.9833,68.41,34,4,3.31,clear sky
353,Floro,NO,61.5996,5.0328,28.36,74,75,20.71,light snow
354,Borogontsy,RU,62.6683,131.1683,13.24,94,100,6.46,light snow
355,Mao,ES,39.8885,4.2658,59.56,82,0,13.8,clear sky
356,Byron Bay,AU,-28.65,153.6167,73.94,93,99,4.65,overcast clouds
357,Mount Isa,AU,-20.7333,139.5,73.17,80,100,0.0,overcast clouds
358,Muravlenko,RU,63.7898,74.523,13.17,89,100,34.69,light snow
359,Nevel,RU,56.0209,29.9284,32.92,100,100,5.35,snow
360,Houma,US,29.5958,-90.7195,82.0,69,75,16.11,broken clouds
361,Tselina,RU,46.5338,41.0328,52.25,73,100,10.38,overcast clouds
362,Nabire,ID,-3.3667,135.4833,75.52,92,100,3.67,moderate rain
363,Changli,CN,39.7042,119.1506,34.95,48,100,11.52,overcast clouds
364,Esna,EG,25.2934,32.554,69.82,22,0,7.92,clear sky
365,Nerchinskiy Zavod,RU,51.3088,119.61,-24.47,98,31,3.36,scattered clouds
366,Port Macquarie,AU,-31.4333,152.9167,71.89,92,100,4.59,light rain
367,Puksoozero,RU,62.5903,40.6066,19.92,77,100,12.3,overcast clouds
368,Longyearbyen,SJ,78.2186,15.6401,17.44,73,75,18.41,broken clouds
369,Maasbree,NL,51.3575,6.0486,37.72,79,82,6.55,broken clouds
370,Puerto Escondido,MX,15.85,-97.0667,85.03,65,20,9.22,few clouds
371,Cairns,AU,-16.9167,145.7667,81.07,100,31,0.0,scattered clouds
372,Pangody,RU,65.85,74.4859,10.17,90,100,26.89,overcast clouds
373,Nouadhibou,MR,20.931,-17.0347,67.98,77,0,14.97,clear sky
374,Likasi,CD,-10.9814,26.7333,63.25,97,100,3.2,overcast clouds
375,Bulawayo,ZW,-20.15,28.5833,63.5,80,19,7.96,few clouds
376,Manado,ID,1.487,124.8455,74.17,94,20,2.3,few clouds
377,Valentin Gomez Farias,MX,28.2167,-106.5833,80.02,14,0,19.22,clear sky
378,Mbandaka,CD,0.0487,18.2603,73.17,89,89,3.13,overcast clouds
379,Muros,ES,42.7762,-9.0603,60.1,90,94,11.63,overcast clouds
380,Novyy Yegorlyk,RU,46.3927,41.8716,52.57,73,100,9.44,overcast clouds
381,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,35.94,86,100,5.99,overcast clouds
382,Bolivar,US,37.6145,-93.4105,43.12,93,100,12.39,overcast clouds
383,Niwari,IN,28.8833,77.5333,65.61,26,0,2.44,clear sky
384,Sao Raimundo Nonato,BR,-9.0153,-42.6994,80.47,53,76,3.27,broken clouds
385,Orsha,BY,54.5153,30.4053,34.47,100,100,4.99,snow
386,Luderitz,NA,-26.6481,15.1594,63.63,76,0,18.3,clear sky
387,Palmer,US,42.1584,-72.3287,41.25,57,100,12.66,overcast clouds
388,Andenes,NO,69.3143,16.1194,28.38,80,75,19.57,light shower snow
389,Fairbanks,US,64.8378,-147.7164,23.81,77,0,0.0,clear sky
390,Kavaratti,IN,10.5669,72.642,81.61,64,18,3.56,few clouds
391,Ipixuna,BR,-1.7625,-48.8043,75.33,96,62,3.51,broken clouds
392,Khor,RU,47.8861,134.9464,20.77,89,100,2.59,overcast clouds
393,Zhaotong,CN,27.3167,103.7167,39.58,94,100,7.83,overcast clouds
394,Lesnoy,RU,57.6198,63.0784,16.23,92,7,6.02,clear sky
395,Mabaruma,GY,8.2,-59.7833,76.24,75,100,5.44,overcast clouds
396,Raahe,FI,64.6833,24.4833,23.97,96,100,4.03,overcast clouds
397,Almenara,BR,-16.1836,-40.6944,76.69,72,99,2.33,overcast clouds
398,Daru,PG,-9.0763,143.2092,80.37,79,99,1.05,overcast clouds
399,Lyuban,BY,52.7985,28.0048,30.85,89,100,19.26,overcast clouds
400,Maningrida,AU,-12.0667,134.2667,78.51,81,96,0.96,overcast clouds
401,Lokosovo,RU,61.1333,74.8167,15.35,82,100,21.43,overcast clouds
402,Shillong,IN,25.5689,91.8831,54.77,39,0,2.42,clear sky
403,Teguise,ES,29.0605,-13.564,64.62,77,0,1.14,clear sky
404,Vao,NC,-22.6667,167.4833,77.05,65,74,14.03,broken clouds
405,Mareeba,AU,-17.0,145.4333,76.44,91,10,0.51,clear sky
406,Yabelo,ET,4.8833,38.0833,65.05,47,80,5.26,broken clouds
407,Sydney,AU,-33.8679,151.2073,73.76,81,75,21.85,broken clouds
408,Bengkulu,ID,-3.8004,102.2655,74.03,91,100,3.44,overcast clouds
409,Gorontalo,ID,0.5412,123.0595,73.42,95,66,3.13,broken clouds
410,Kindersley,CA,51.4668,-109.1682,17.62,86,100,16.11,overcast clouds
411,Atar,MR,20.5169,-13.0499,82.4,8,0,8.63,clear sky
412,Santa Rosa,PH,14.3122,121.1114,74.1,86,52,5.79,broken clouds
413,Geraldton,AU,-28.7667,114.6,61.21,88,1,6.91,clear sky
414,Hidalgotitlan,MX,17.7833,-94.6333,86.02,44,0,8.03,clear sky
415,Basirpur,PK,30.5832,73.829,66.31,26,41,4.45,scattered clouds
416,College,US,64.8569,-147.8028,23.79,77,20,0.0,few clouds
417,Shache,CN,38.4167,77.2406,45.37,33,3,4.12,clear sky
418,Port-Cartier,CA,50.0334,-66.8654,34.02,85,19,3.56,few clouds
419,Tutoia,BR,-2.7619,-42.2744,79.52,84,67,8.84,broken clouds
420,Pokosnoye,RU,55.5258,101.0536,7.45,95,100,2.26,overcast clouds
421,Evanston,US,42.0411,-87.6901,39.72,74,100,14.97,overcast clouds
422,Buguda,IN,19.8167,84.8,72.09,57,0,1.77,clear sky
423,Baracoa,CU,20.3467,-74.4958,77.94,60,60,3.29,broken clouds
424,San Jose,US,37.3394,-121.895,64.27,80,75,14.0,broken clouds
425,Narsaq,GL,60.9167,-46.05,34.02,71,2,8.7,clear sky
426,Buba,GW,11.5833,-15.0,73.27,72,2,5.35,clear sky
427,Waingapu,ID,-9.6567,120.2641,76.14,85,25,5.5,scattered clouds
428,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,76.24,77,4,13.87,clear sky
429,Nishihara,JP,26.1842,127.7558,67.28,82,75,9.22,broken clouds
430,Panama City,PA,8.9936,-79.5197,85.14,64,40,9.22,scattered clouds
431,Wucheng,CN,29.6008,118.175,56.57,82,100,5.19,overcast clouds
432,Soyaux,FR,45.65,0.2,54.19,91,100,11.5,overcast clouds
433,Nakhon Sawan,TH,15.7,100.0833,78.82,72,100,8.63,overcast clouds
434,Axim,GH,4.8699,-2.2405,80.49,86,52,9.17,broken clouds
435,Edd,ER,13.9297,41.6925,82.62,68,97,11.81,overcast clouds
436,Muroto,JP,33.2833,134.15,60.15,80,84,9.13,broken clouds
437,Mackenzie,CA,55.2999,-123.1698,12.42,40,20,4.61,few clouds
438,Villazon,BO,-22.0866,-65.5942,63.63,27,1,15.79,clear sky
439,Oktyabrskoye,RU,43.0645,44.7417,42.94,76,100,6.71,overcast clouds
440,Astana,KZ,51.1801,71.446,30.15,100,100,11.18,fog
441,Bintulu,MY,3.1667,113.0333,73.81,100,20,0.0,few clouds
442,Acapulco,MX,16.8634,-99.8901,84.02,65,0,11.5,clear sky
443,Ocos,GT,14.5094,-92.1933,87.98,62,59,9.13,broken clouds
444,Laguna,US,38.421,-121.4238,57.18,90,100,6.91,overcast clouds
445,Severo-Kurilsk,RU,50.6789,156.125,32.76,90,100,9.26,overcast clouds
446,Kampene,CD,-3.6,26.6667,65.68,99,70,0.89,broken clouds
447,Coahuayana,MX,18.7333,-103.6833,84.99,51,7,7.38,clear sky
448,Peniche,PT,39.3558,-9.3811,61.29,95,98,4.97,overcast clouds
449,Oshnaviyeh,IR,37.0397,45.0983,40.8,77,68,6.93,broken clouds
450,Palana,RU,59.1167,159.9667,-6.72,79,10,1.54,clear sky
451,Aksay,RU,47.26,39.87,57.25,67,100,14.0,overcast clouds
452,Lamar,US,33.6668,-95.5836,78.37,88,100,18.41,overcast clouds
453,Sinnamary,GF,5.3833,-52.95,77.41,75,91,11.36,overcast clouds
454,Vari,GR,37.8312,23.8081,62.85,64,20,5.01,few clouds
455,Marsh Harbour,BS,26.5412,-77.0636,74.82,72,8,22.03,clear sky
456,Alem Paraiba,BR,-21.8878,-42.7044,74.5,93,97,1.19,moderate rain
457,Cleburne,US,32.3476,-97.3867,89.85,47,53,5.99,broken clouds
458,Lumberton,US,34.6182,-79.0086,59.31,35,0,14.97,clear sky
459,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,96,100,23.13,overcast clouds
460,Rodos,GR,36.4408,28.2225,63.79,91,75,7.0,broken clouds
461,Ottawa,CA,45.4112,-75.6981,37.04,64,20,8.05,few clouds
462,Pacifica,US,37.6138,-122.4869,60.57,91,100,11.99,mist
463,Nuuk,GL,64.1835,-51.7216,29.01,80,20,6.91,few clouds
464,Balykshi,KZ,47.0667,51.8667,35.6,100,56,8.95,mist
465,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,100,75,32.84,light intensity shower rain
466,Cacapava Do Sul,BR,-30.5122,-53.4914,81.75,45,46,12.68,scattered clouds
467,Takoradi,GH,4.8845,-1.7554,79.9,87,36,8.43,light rain
468,Dingle,PH,10.9995,122.6711,73.81,90,7,6.4,clear sky
469,Hervey Bay,AU,-25.2986,152.8535,79.65,86,5,11.41,clear sky
470,Bay Roberts,CA,47.5999,-53.2648,36.05,93,100,10.0,light snow
471,Srednekolymsk,RU,67.45,153.6833,-7.35,85,100,1.21,overcast clouds
472,Cayenne,GF,4.9333,-52.3333,80.64,74,40,9.22,scattered clouds
473,Stony Plain,CA,53.5334,-114.0021,23.52,68,0,3.44,clear sky
474,Olafsvik,IS,64.8945,-23.7142,19.76,63,100,22.7,overcast clouds
475,Santa Comba,ES,43.0331,-8.8093,57.29,98,100,7.29,overcast clouds
476,Vilhena,BR,-12.7406,-60.1458,73.62,94,75,10.36,broken clouds
477,Bandiagara,ML,14.3501,-3.6104,87.8,15,77,9.48,broken clouds
478,Colares,PT,38.7992,-9.4469,61.79,93,89,5.01,overcast clouds
479,Robore,BO,-18.3333,-59.75,83.93,63,44,4.52,scattered clouds
480,Caidian,CN,30.5833,114.0333,53.73,19,72,13.62,broken clouds
481,Maua,BR,-23.6678,-46.4614,72.36,96,100,4.74,light rain
482,Shimoda,JP,34.6667,138.95,50.11,70,24,4.81,few clouds
483,Ghanzi,BW,-21.5667,21.7833,75.58,42,9,7.07,clear sky
484,Suntar,RU,62.1444,117.6319,-23.8,100,96,4.18,overcast clouds
485,La Ronge,CA,55.1001,-105.2842,21.42,58,75,10.36,broken clouds
486,Dano,BF,11.15,-3.0667,92.57,20,99,6.24,overcast clouds
487,Plettenberg Bay,ZA,-34.0527,23.3716,63.23,68,98,3.89,overcast clouds
488,Sohagpur,IN,22.7,78.2,70.0,30,0,5.3,clear sky
489,Lavrentiya,RU,65.5833,-171.0,7.07,87,100,6.69,overcast clouds
490,Ponta Pora,BR,-22.5361,-55.7256,73.31,83,75,2.3,thunderstorm
491,Voh,NC,-20.9667,164.7,80.44,61,10,6.4,clear sky
492,Tafo,GH,6.7345,-1.6127,76.46,87,100,5.7,moderate rain
493,Otjimbingwe,NA,-22.35,16.1333,73.69,20,49,3.49,scattered clouds
494,Ecoporanga,BR,-18.3733,-40.8306,73.87,79,26,2.48,scattered clouds
495,Sayville,US,40.7359,-73.0821,43.03,69,100,14.97,overcast clouds
496,Ballina,AU,-28.8667,153.5667,74.79,99,100,4.41,overcast clouds
497,Ostrovnoy,RU,68.0531,39.5131,17.11,93,91,14.85,overcast clouds
498,Ambon,ID,-3.6954,128.1814,77.14,94,40,5.75,scattered clouds
499,Moree,AU,-29.4667,149.85,71.24,95,100,6.35,light rain
500,Xuddur,SO,4.1213,43.8894,75.63,70,30,20.04,scattered clouds
501,Inhambane,MZ,-23.865,35.3833,76.33,91,28,6.51,scattered clouds
502,Khasan,RU,42.4308,130.6434,33.53,99,100,7.56,snow
503,Knysna,ZA,-34.0363,23.0471,63.39,71,100,3.11,overcast clouds
504,Cuxhaven,DE,53.8718,8.6909,34.97,93,40,8.05,scattered clouds
505,Karratha,AU,-20.7377,116.8463,84.47,22,0,9.48,light rain
506,Rocha,UY,-34.4833,-54.3333,75.58,73,99,9.19,overcast clouds
507,Kandrian,PG,-6.2167,149.55,79.36,80,80,2.66,light rain
508,Barwani,IN,22.0333,74.9,75.69,25,2,2.3,clear sky
509,Portland,US,45.5234,-122.6762,54.55,66,75,8.05,broken clouds
510,Gasa,PS,31.5,34.4667,62.33,44,88,2.42,overcast clouds
511,Bras-Panon,RE,-20.9967,55.6782,76.66,100,91,12.06,light rain
512,Lasa,IT,46.6166,10.7002,43.68,92,74,6.91,broken clouds
513,Bandarbeyla,SO,9.4942,50.8122,77.5,81,5,11.86,clear sky
514,Sulphur Springs,US,33.1385,-95.6011,77.92,69,40,24.16,scattered clouds
515,Raudeberg,NO,61.9875,5.1352,27.27,79,100,16.53,light snow
516,West Wendover,US,40.7391,-114.0733,42.01,39,40,8.05,scattered clouds
517,Feni,BD,23.0186,91.41,70.66,35,44,6.55,scattered clouds
518,Dondo,MZ,-19.6094,34.7431,81.91,95,100,8.75,moderate rain
519,Dymer,UA,50.7865,30.3026,46.96,92,100,12.1,light rain
520,Vypolzovo,RU,57.8767,33.6986,32.4,97,100,11.74,overcast clouds
521,Goya,AR,-29.14,-59.2626,93.81,25,0,6.85,clear sky
522,Oranjemund,NA,-28.55,16.4333,62.65,84,0,15.95,clear sky
523,Dabola,GN,10.75,-11.1167,85.23,12,78,0.74,broken clouds
524,Basco,PH,20.4487,121.9702,72.32,63,18,13.91,few clouds
525,Shubarshi,KZ,48.5872,57.1869,38.3,93,98,4.65,overcast clouds
526,Northam,GB,51.0333,-4.2167,50.4,96,82,22.44,broken clouds
527,Bago,MM,17.3367,96.4797,78.42,60,100,3.87,overcast clouds
528,Demyansk,RU,57.643,32.466,34.34,98,100,11.81,light snow
529,Luanda,AO,-8.8368,13.2343,78.67,83,100,6.02,overcast clouds
530,Husavik,IS,66.0449,-17.3389,16.02,81,100,12.75,light snow
531,San Ramon,US,37.7799,-121.978,61.65,92,75,9.22,broken clouds
532,Vanavara,RU,60.34,102.2797,20.53,97,100,5.26,overcast clouds
533,Puerto Penasco,MX,31.3167,-113.5333,69.91,69,77,5.01,broken clouds
534,Taupo,NZ,-38.6833,176.0833,60.22,66,84,3.24,broken clouds
535,Lagoa,PT,39.05,-27.9833,61.9,90,94,27.58,light rain
536,Saint-Augustin,CA,51.226,-58.6502,31.32,75,64,11.41,broken clouds
537,Makakilo City,US,21.3469,-158.0858,80.35,57,0,8.05,clear sky
538,Tokur,RU,53.1333,132.9,-2.0,99,99,3.09,overcast clouds
539,Beringovskiy,RU,63.05,179.3167,3.79,88,80,12.24,broken clouds
540,Mount Pleasant,US,32.7941,-79.8626,64.38,41,0,10.36,clear sky
541,Mato Verde,BR,-15.3972,-42.8664,79.3,51,70,4.59,broken clouds
542,Kassala,SD,15.451,36.4,79.36,39,100,7.58,overcast clouds
543,Hastings,GB,50.8552,0.5729,44.29,55,100,10.45,overcast clouds
544,Makat,KZ,47.6469,53.3463,42.66,88,13,8.5,few clouds
545,Okhotsk,RU,59.3833,143.3,12.36,90,100,16.69,light snow
546,Shreveport,US,32.5251,-93.7502,77.0,72,20,16.11,few clouds
547,Yaan,NG,7.3833,8.5667,83.84,58,100,9.26,overcast clouds
548,Mayumba,GA,-3.432,10.6554,76.01,87,100,4.79,overcast clouds
549,Ketchikan,US,55.3422,-131.6461,37.87,35,75,11.5,broken clouds
550,Dajal,PK,29.5577,70.3762,75.25,21,100,4.9,overcast clouds
551,Spornoye,RU,50.8448,37.2913,48.07,90,100,19.24,light rain
552,Nortelandia,BR,-14.4547,-56.8028,72.27,95,100,3.53,overcast clouds
553,Goundam,ML,16.4145,-3.6708,87.01,9,0,5.93,clear sky
554,Dolinsk,RU,47.35,142.8,25.32,93,93,2.73,overcast clouds
555,Richards Bay,ZA,-28.783,32.0377,76.33,91,44,11.16,light rain
556,Port-Gentil,GA,-0.7193,8.7815,80.56,83,20,13.8,few clouds
557,Labytnangi,RU,66.6572,66.4183,8.19,84,99,11.61,overcast clouds
558,Novyy Urengoy,RU,66.0833,76.6333,13.77,93,100,28.48,light snow
559,Solikamsk,RU,59.6196,56.7729,-2.04,100,93,3.2,overcast clouds
560,Senneterre,CA,48.3835,-77.2328,22.33,89,100,8.08,overcast clouds
561,Port Blair,IN,11.6667,92.75,78.22,72,66,2.15,broken clouds
562,Belmonte,BR,-15.8631,-38.8828,77.76,77,24,7.9,few clouds
563,Baoning,CN,25.3378,110.026,66.06,77,100,24.61,overcast clouds
564,Burgos,ES,42.3394,-3.7079,54.01,82,100,13.8,overcast clouds
565,Kupang,ID,-10.1667,123.5833,77.58,94,40,3.44,scattered clouds
566,Allanridge,ZA,-27.7543,26.6438,69.06,51,79,6.58,broken clouds
567,Praia,CV,14.9215,-23.5087,79.34,38,0,17.27,clear sky
568,Zalantun,CN,48.0,122.7167,11.08,46,62,14.23,broken clouds
569,Lar,IN,26.2039,83.9717,66.36,35,1,4.85,clear sky
570,Manali,IN,13.1667,80.2667,78.89,79,0,4.52,clear sky
